2,False,age
2,False,MED-Respiratory-tract-agents
2,False,SYMPT-chest_pain___1
2,False,SYMPT-confusion_altered_mental_s___1
5,False,SYMPT-cough___1
2,False,SYMPT-extremity_weakness_or_numb___1
2,False,SYMPT-loss_of_taste_lost_of_smel___1
2,False,SYMPT-nausea_vomiting___1
2,False,SYMPT-runny_nose_rhinorrhea___1
2,False,SYMPT-shortness_of_breath_dyspne___1
3,False,HHX-Diabetes
2,False,HHX-Obesity
2,False,CD-difficulty_with_concentrat___4
2,False,CD-memory_problems___4
2,False,CD-severity_level___1
4,False,CD-severity_level___2
2,False,CD-severity_level___3
2,False,SUBST-3
