1,True,age
5,False,MED-Antivirals
1,True,MED-Cardiovascular-agents
1,True,SYMPT-abdominal_pain___2
1,True,SYMPT-chest_pain___2
1,True,SYMPT-cough___1
1,True,SYMPT-cough___2
1,True,SYMPT-dizziness___1
1,True,SYMPT-dizziness___2
1,True,SYMPT-extremity_weakness_or_numb___2
1,True,SYMPT-fatigue___2
1,True,SYMPT-fever_38_0oc___1
1,True,SYMPT-headache___2
1,True,SYMPT-joint_pain_arthralgia___2
1,True,SYMPT-loss_of_appetite___2
3,False,SYMPT-loss_of_taste_lost_of_smel___2
1,True,SYMPT-muscle_aches_myalgia___2
1,True,SYMPT-nausea_vomiting___2
1,True,SYMPT-runny_nose_rhinorrhea___1
1,True,SYMPT-shortness_of_breath_dyspne___1
1,True,SYMPT-shortness_of_breath_dyspne___2
4,False,SYMPT-weight_loss___1
1,True,HHX-Arterial Hypertension
1,True,CD-adjunctive___1
1,True,CD-covid_test_result_1
1,True,CD-hospitalized
2,False,CD-insomnia___1
1,True,CD-memory_problems___1
1,True,CD-mode_of_diag
1,True,CD-required_oxygen
1,True,CD-heart_rate
1,True,CD-bp_systolic
1,True,CD-bp_diastolic
1,True,CD-respiratory_rate
1,True,CD-o2_saturation
1,True,CD-gcs
1,True,IMG-ctt
1,True,IMG-cxr
1,True,IMG-ekg
1,True,LABS-IND-albumin
1,True,LABS-IND-alt
1,True,LABS-IND-aptt
1,True,LABS-IND-ast
1,True,LABS-IND-bilirubin
1,True,LABS-IND-bilirubin_direct
1,True,LABS-IND-creatinine
1,True,LABS-IND-crp
1,True,LABS-IND-eosinophil_count
1,True,LABS-IND-ferritin
1,True,LABS-IND-fibrinogen
1,True,LABS-IND-glucose
1,True,LABS-IND-haemoglobin
1,True,LABS-IND-lymphocyte_count
1,True,LABS-IND-monocyte_count
1,True,LABS-IND-platelets
1,True,LABS-IND-triglycerides
1,True,LABS-IND-urea
1,True,LABS-IND-wbc
