1,True,age
1,True,VAX-vaccinated
1,True,CD-mode_of_diag
1,True,CD-required_oxygen
1,True,MED-Cardiovascular-agents
1,True,MED-Respiratory-tract-agents
1,True,SYMPT-chest_pain___1
1,True,SYMPT-confusion_altered_mental_s___1
1,True,SYMPT-cough___1
4,False,SYMPT-diarrhea___1
1,True,SYMPT-dizziness___1
1,True,SYMPT-extremity_weakness_or_numb___1
1,True,SYMPT-fatigue___1
1,True,SYMPT-fever_38_0oc___1
1,True,SYMPT-headache___1
1,True,SYMPT-joint_pain_arthralgia___1
1,True,SYMPT-loss_of_taste_lost_of_smel___1
1,True,SYMPT-nausea_vomiting___1
1,True,SYMPT-runny_nose_rhinorrhea___1
1,True,SYMPT-shortness_of_breath_dyspne___1
1,True,SYMPT-sore_throat___1
1,True,SYMPT-weight_loss___1
1,True,HHX-Arterial Hypertension
1,True,HHX-Obesity
1,True,HHX-Psychiatric disease
1,True,HHX-OTHER-Sleep-disorder
1,True,CD-adjunctive___1
1,True,CD-covid_test_result_1
2,False,CD-difficulty_with_concentrat___4
1,True,CD-medication_received___3
1,True,CD-medication_received___4
1,True,CD-medication_received___5
1,True,CD-respiratory-other-4
2,False,CD-type_of_care___2
1,True,CD-severity_level___0
1,True,CD-severity_level___1
3,False,CD-severity_level___3
