Rank,Feature,Importance
1,SYMPT-shortness_of_breath_dyspne___2,0.087
2,age,0.0772
3,SYMPT-cough___2,0.0762
4,SYMPT-chest_pain___2,0.0706
5,SYMPT-fatigue___2,0.0666
6,SYMPT-sore_throat___2,0.0488
7,SYMPT-shortness_of_breath_dyspne___1,0.0447
8,SYMPT-headache___2,0.0397
9,CD-mode_of_diag,0.0395
10,SYMPT-muscle_aches_myalgia___2,0.032
11,SYMPT-joint_pain_arthralgia___2,0.0305
12,SYMPT-chest_pain___1,0.0243
13,IMG-ekg,0.0208
14,VAX-vaccinated,0.0201
14,CD-temperature,0.0201
16,SYMPT-abdominal_pain___2,0.0193
17,LABS-IND-crp,0.0182
18,LABS-IND-wbc,0.0176
19,SYMPT-extremity_weakness_or_numb___2,0.0175
20,CD-respiratory-other-4,0.0173
21,SYMPT-leg_swelling_edema___2,0.0166
22,CD-o2_saturation,0.0153
23,SYMPT-loss_of_appetite___2,0.0145
24,SYMPT-confusion_altered_mental_s___2,0.0136
25,CD-heart_rate,0.0119
26,IMG-echocardiogram,0.0116
27,LABS-IND-haemoglobin,0.0107
28,LABS-IND-lymphocyte_count,0.0097
29,LABS-IND-neutrophil,0.0092
30,SYMPT-nausea_vomiting___2,0.0091
30,LABS-IND-urea,0.0091
32,LABS-IND-creatinine,0.0089
33,SYMPT-loss_of_taste_lost_of_smel___1,0.0075
33,SYMPT-loss_of_taste_lost_of_smel___2,0.0075
35,LABS-IND-lymphocyte,0.0071
36,LABS-IND-alt,0.0069
37,LABS-IND-platelets,0.0067
38,LABS-IND-ast,0.0066
39,IMG-cxr,0.0053
40,CD-bp_systolic,0.0052
41,CD-bp_diastolic,0.0049
42,SYMPT-diarrhea___2,0.0048
42,SYMPT-dizziness___1,0.0048
44,SYMPT-dizziness___2,0.0024
45,LABS-IND-neutrophil_count,0.002
57,SYMPT-ear_pain___2,0.0
57,SYMPT-skin_rash___2,0.0
57,LABS-IND-triglycerides,0.0
57,LABS-IND-sodium,0.0
57,LABS-IND-potassium,0.0
57,SYMPT-weight_loss___2,0.0
57,SYMPT-wheezing_or_stridor___2,0.0
57,LABS-IND-monocyte_count,0.0
57,LABS-IND-monocyte,0.0
57,CD-adjunctive___1,0.0
57,CD-severity_level___0,0.0
57,LABS-IND-ldh,0.0
57,LABS-IND-albumin,0.0
57,LABS-IND-glucose,0.0
57,LABS-IND-fibrinogen,0.0
57,LABS-IND-ferritin,0.0
57,LABS-IND-eosinophil_count,0.0
57,CD-severity_level___1,0.0
57,LABS-IND-bilirubin_direct,0.0
57,LABS-IND-bilirubin,0.0
57,LABS-IND-basophil,0.0
57,CD-spo2,0.0
57,LABS-IND-aptt,0.0
